PAGE,SECTION
Page 214,"18.1 Static Electricity and Charge: Conservation of Charge . Common static electricity involves charges ranging from nanocoulombs to microcoulombs. (a) How many electrons are needed to form a charge of –2.00nC–2.00nC (b) How many electrons must be removed from a neutral object to leave a net charge of 0.500µC0.500µC? –2.00nC–2.00nC 0.500µC0.500µC 2 . If 1.80×10201.80×1020 electrons move through a pocket calculator during a full day’s operation, how many coulombs of charge moved through it? 1.80×10201.80×1020 . To start a car engine, the car battery moves 3.75×10213.75×1021 electrons through the starter motor. How many coulombs of charge were moved? 3.75×10213.75×1021 4 . A certain lightning bolt moves 40.0 C of charge. How many fundamental units of charge 





∣

q

e


∣










∣

q

e


∣




 is this? ∣

q

e


∣










∣

q

e


∣"
Page 214,. Common static electricity involves charges ranging from nanocoulombs to microcoulombs. (a) How many electrons are needed to form a charge of –2.00nC–2.00nC (b) How many electrons must be removed from a neutral object to leave a net charge of 0.500µC0.500µC? –2.00nC–2.00nC 0.500µC0.500µC
Page 214,"18.2 Conductors and Insulators . Suppose a speck of dust in an electrostatic precipitator has 1.0000×10121.0000×1012 protons in it and has a net charge of –5.00 nC (a very large charge for a small speck). How many electrons does it have? 1.0000×10121.0000×1012 6 . An amoeba has 1.00×10161.00×1016 protons and a net charge of 0.300 pC. (a) How many fewer electrons are there than protons? (b) If you paired them up, what fraction of the protons would have no electrons? 1.00×10161.00×1016 . A 50.0 g ball of copper has a net charge of 2.00µC2.00µC. What fraction of the copper’s electrons has been removed? (Each copper atom has 29 protons, and copper has an atomic mass of 63.5.) 2.00µC2.00µC 8 . What net charge would you place on a 100 g piece of sulfur if you put an extra electron on 1 in 10121012 of its atoms? (Sulfur has an atomic mass of 32.1.) 10121012 . How many coulombs of positive charge are there in 4.00 kg of plutonium, given its atomic mass is 244 and that each plutonium atom has 94 protons?"
Page 214,"18.3 Coulomb’s Law 10 . What is the repulsive force between two pith balls that are 8.00 cm apart and have equal charges of – 30.0 nC? . (a) How strong is the attractive force between a glass rod with a 0.700μC0.700μC charge and a silk cloth with a –0.600μC–0.600μC charge, which are 12.0 cm apart, using the approximation that they act like point charges? (b) Discuss how the answer to this problem might be affected if the charges are distributed over some area and do not act like point charges. 0.700μC0.700μC –0.600μC–0.600μC 12 . Two point charges exert a 5.00 N force on each other. What will the force become if the distance between them is increased by a factor of three? . Two point charges are brought closer together, increasing the force between them by a factor of 25. By what factor was their separation decreased? 14 . How far apart must two point charges of 75.0 nC (typical of static electricity) be to have a force of 1.00 N between them? 15 . If two equal charges each of 1 C each are separated in air by a distance of 1 km, what is the magnitude of the force acting between them? You will see that even at a distance as large as 1 km, the repulsive force is substantial because 1 C is a very significant amount of charge. 16 . A test charge of +2μC+2μC is placed halfway between a charge of +6μC+6μC and another of +4μC+4μC separated by 10 cm. (a) What is the magnitude of the force on the test charge? (b) What is the direction of this force (away from or toward the +6μC+6μC charge)? +2μC+2μC +6μC+6μC +4μC+4μC +6μC+6μC . Bare free charges do not remain stationary when close together. To illustrate this, calculate the acceleration of two isolated protons separated by 2.00 nm (a typical distance between gas atoms). Explicitly show how you follow the steps in the Problem-Solving Strategy for electrostatics. . (a) By what factor must you change the distance between two point charges to change the force between them by a factor of 10? (b) Explain how the distance can either increase or decrease by this factor and still cause a factor of 10 change in the force. 19 . Suppose you have a total charge qtotqtot that you can split in any manner. Once split, the separation distance is fixed. How do you split the charge to achieve the greatest force? qtotqtot . (a) Common transparent tape becomes charged when pulled from a dispenser. If one piece is placed above another, the repulsive force can be great enough to support the top piece’s weight. Assuming equal point charges (only an approximation), calculate the magnitude of the charge if electrostatic force is great enough to support the weight of a 10.0 mg piece of tape held 1.00 cm above another. (b) Discuss whether the magnitude of this charge is consistent with what is typical of static electricity. 21 . (a) Find the ratio of the electrostatic to gravitational force between two electrons. (b) What is this ratio for two protons? (c) Why is the ratio different for electrons and protons? 22 . At what distance is the electrostatic force between two protons equal to the weight of one proton? . A certain five cent coin contains 5.00 g of nickel. What fraction of the nickel atoms’ electrons, removed and placed 1.00 m above it, would support the weight of this coin? The atomic mass of nickel is 58.7, and each nickel atom contains 28 electrons and 28 protons. 24 . (a) Two point charges totaling 8.00µC8.00µC exert a repulsive force of 0.150 N on one another when separated by 0.500 m. What is the charge on each? (b) What is the charge on each if the force is attractive? 8.00µC8.00µC . Point charges of 5.00µC5.00µC and –3.00µC–3.00µC are placed 0.250 m apart. (a) Where can a third charge be placed so that the net force on it is zero? (b) What if both charges are positive? 5.00µC5.00µC –3.00µC–3.00µC 26 . Two point charges q1q1 and q2q2 are

3.00 m3.00 m apart, and their total charge is 20µC20µC. (a) If the force of repulsion between them is 0.075N, what are magnitudes of the two charges? (b) If one charge attracts the other with a force of 0.525N, what are the magnitudes of the two charges? Note that you may need to solve a quadratic equation to reach your answer. q1q1 q2q2 3.00 m3.00 m 20µC20µC"
Page 214,"18.4 Electric Field: Concept of a Field Revisited 27 . What is the magnitude and direction of an electric field that exerts a 2.00×10-5N2.00×10-5N upward force on a –1.75μC–1.75μC charge? 2.00×10-5N2.00×10-5N –1.75μC–1.75μC . What is the magnitude and direction of the force exerted on a 3.50μC3.50μC charge by a 250 N/C electric field that points due east? 3.50μC3.50μC 29 . Calculate the magnitude of the electric field 2.00 m from a point charge of 5.00 mC (such as found on the terminal of a Van de Graaff). . (a) What magnitude point charge creates a 10,000 N/C electric field at a distance of 0.250 m? (b) How large is the field at 10.0 m? 31 . Calculate the initial (from rest) acceleration of a proton in a 5.00×106N/C5.00×106N/C electric field (such as created by a research Van de Graaff). Explicitly show how you follow the steps in the Problem-Solving Strategy for electrostatics. 5.00×106N/C5.00×106N/C . (a) Find the magnitude and direction of an electric field that exerts a 4.80×10−17N4.80×10−17N westward force on an electron. (b) What magnitude and direction force does this field exert on a proton? 4.80×10−17N4.80×10−17N"
Page 214,"18.5 Electric Field Lines: Multiple Charges 33 . (a) Sketch the electric field lines near a point charge +q+q. (b) Do the same for a point charge –3.00q–3.00q. +q+q –3.00q–3.00q 34 . Sketch the electric field lines a long distance from the charge distributions shown in Figure 18.23 (a) and (b) 35 . Figure 18.43 shows the electric field lines near two charges q1q1 and q2q2. What is the ratio of their magnitudes? (b) Sketch the electric field lines a long distance from the charges shown in the figure. q1q1 q2q2 Figure 18.43 The electric field near two charges. 36 . Sketch the electric field lines in the vicinity of two opposite charges, where the negative charge is three times greater in magnitude than the positive. (See Figure 18.43 for a similar situation)."
Page 214,"18.7 Conductors and Electric Fields in Static Equilibrium 37 . Sketch the electric field lines in the vicinity of the conductor in Figure 18.44 given the field was originally uniform and parallel to the object’s long axis. Is the resulting field small near the long side of the object? Figure 18.44 38 . Sketch the electric field lines in the vicinity of the conductor in Figure 18.45 given the field was originally uniform and parallel to the object’s long axis. Is the resulting field small near the long side of the object? Figure 18.45 39 . Sketch the electric field between the two conducting plates shown in Figure 18.46, given the top plate is positive and an equal amount of negative charge is on the bottom plate. Be certain to indicate the distribution of charge on the plates. Figure 18.46 40 . Sketch the electric field lines in the vicinity of the charged insulator in Figure 18.47 noting its nonuniform charge distribution. Figure 18.47 A charged insulating rod such as might be used in a classroom demonstration. 41 . What is the force on the charge located at x=8.00 cmx=8.00 cm in Figure 18.48(a) given that q=1.00μCq=1.00μC? x=8.00 cmx=8.00 cm q=1.00μCq=1.00μC Figure 18.48 (a) Point charges located at 3.00, 8.00, and 11.0 cm along the x-axis. (b) Point charges located at 1.00, 5.00, 8.00, and 14.0 cm along the x-axis. . (a) Find the total electric field at x=11.00 cmx=11.00 cm in Figure 18.48(b). (b) If the charges are allowed to move and eventually be brought to rest by friction, what will the final charge configuration be? (That is, will there be a single charge, double charge, etc., and what will its value(s) be?) x=11.00 cmx=11.00 cm 43 . (a) Find the electric field at x=5.00 cmx=5.00 cm in Figure 18.48(a), given that q=1.00μCq=1.00μC. (b) At what position between 3.00 and 8.00 cm is the total electric field the same as that for –2q–2q alone? (c) Can the electric field be zero anywhere between 0.00 and 8.00 cm? (d) At very large positive or negative values of x, the electric field approaches zero in both (a) and (b). In which does it most rapidly approach zero and why? (e) At what position to the right of 11.0 cm is the total electric field zero, other than at infinity? (Hint: A graphing calculator can yield considerable insight in this problem.) x=5.00 cmx=5.00 cm q=1.00μCq=1.00μC –2q–2q . (a) Find the total Coulomb force on a charge of 2.00 nC located at x=4.00 cmx=4.00 cm in Figure 18.48 (b), given that q=1.00μCq=1.00μC. (b) Find the x-position at which the electric field is zero in Figure 18.48 (b). x=4.00 cmx=4.00 cm q=1.00μCq=1.00μC 45 . Using the symmetry of the arrangement, determine the direction of the force on qq in the figure below, given that qa=qb=+7.50μCqa=qb=+7.50μC and qc=qd=−7.50μCqc=qd=−7.50μC. (b) Calculate the magnitude of the force on the charge qq, given that the square is 10.0 cm on a side and q=2.00μCq=2.00μC. qq qa=qb=+7.50μCqa=qb=+7.50μC qc=qd=−7.50μCqc=qd=−7.50μC qq q=2.00μCq=2.00μC Figure 18.49 . (a) Using the symmetry of the arrangement, determine the direction of the electric field at the center of the square in Figure 18.49, given that qa=qb=−1.00μCqa=qb=−1.00μC and qc=qd=+1.00μCqc=qd=+1.00μC. (b) Calculate the magnitude of the electric field at the location of qq, given that the square is 5.00 cm on a side. qa=qb=−1.00μCqa=qb=−1.00μC qc=qd=+1.00μCqc=qd=+1.00μC qq 47 . Find the electric field at the location of qaqa in Figure 18.49 given that qb=qc=qd=+2.00nCqb=qc=qd=+2.00nC, q=−1.00nCq=−1.00nC, and the square is 20.0 cm on a side. qaqa qb=qc=qd=+2.00nCqb=qc=qd=+2.00nC q=−1.00nCq=−1.00nC . Find the total Coulomb force on the charge qq in Figure 18.49, given that q=1.00μCq=1.00μC, qa=2.00μCqa=2.00μC, qb=−3.00μCqb=−3.00μC, qc=−4.00μCqc=−4.00μC, and qd=+1.00μCqd=+1.00μC. The square is 50.0 cm on a side. qq q=1.00μCq=1.00μC qa=2.00μCqa=2.00μC qb=−3.00μCqb=−3.00μC qc=−4.00μCqc=−4.00μC qd=+1.00μCqd=+1.00μC 49 . (a) Find the electric field at the location of qaqa in Figure 18.50, given that qb=+10.00μCqb=+10.00μC and 

qc=–5.00μCqc=–5.00μC. (b) What is the force on qaqa, given that qa=+1.50nCqa=+1.50nC? qaqa qb=+10.00μCqb=+10.00μC qc=–5.00μCqc=–5.00μC qaqa qa=+1.50nCqa=+1.50nC Figure 18.50 Point charges located at the corners of an equilateral triangle 25.0 cm on a side. . (a) Find the electric field at the center of the triangular configuration of charges in Figure 18.50, given that qa=+2.50nCqa=+2.50nC, qb=−8.00nCqb=−8.00nC, and qc=+1.50nCqc=+1.50nC. (b) Is there any combination of charges, other than qa=qb=qcqa=qb=qc, that will produce a zero strength electric field at the center of the triangular configuration? qa=+2.50nCqa=+2.50nC qb=−8.00nCqb=−8.00nC qc=+1.50nCqc=+1.50nC qa=qb=qcqa=qb=qc"
Page 214,"18.8 Applications of Electrostatics 51 . (a) What is the electric field 5.00 m from the center of the terminal of a Van de Graaff with a 3.00 mC charge, noting that the field is equivalent to that of a point charge at the center of the terminal? (b) At this distance, what force does the field exert on a 2.00μC2.00μC charge on the Van de Graaff’s belt? 2.00μC2.00μC . (a) What is the direction and magnitude of an electric field that supports the weight of a free electron near the surface of Earth? (b) Discuss what the small value for this field implies regarding the relative strength of the gravitational and electrostatic forces. 53 . A simple and common technique for accelerating electrons is shown in Figure 18.51, where there is a uniform electric field between two plates. Electrons are released, usually from a hot filament, near the negative plate, and there is a small hole in the positive plate that allows the electrons to continue moving. (a) Calculate the acceleration of the electron if the field strength is 2.50×104N/C2.50×104N/C. (b) Explain why the electron will not be pulled back to the positive plate once it moves through the hole. 2.50×104N/C2.50×104N/C Figure 18.51 Parallel conducting plates with opposite charges on them create a relatively uniform electric field used to accelerate electrons to the right. Those that go through the hole can be used to make a TV or computer screen glow or to produce X-rays. . Earth has a net charge that produces an electric field of approximately 150 N/C downward at its surface. (a) What is the magnitude and sign of the excess charge, noting the electric field of a conducting sphere is equivalent to a point charge at its center? (b) What acceleration will the field produce on a free electron near Earth’s surface? (c) What mass object with a single extra electron will have its weight supported by this field? 55 . Point charges of 25.0μC25.0μC and 45.0μC45.0μC are placed 0.500 m apart. (a) At what point along the line between them is the electric field zero? (b) What is the electric field halfway between them? 25.0μC25.0μC 45.0μC45.0μC . What can you say about two charges q1q1 and q2q2, if the electric field one-fourth of the way from q1q1 to q2q2 is zero? q1q1 q2q2 q1q1 q2q2 57 . Integrated Concepts Integrated Concepts Calculate the angular velocity ωω of an electron orbiting a proton in the hydrogen atom, given the radius of the orbit is 0.530×10–10m0.530×10–10m. You may assume that the proton is stationary and the centripetal force is supplied by Coulomb attraction. ωω 0.530×10–10m0.530×10–10m 58 . Integrated Concepts Integrated Concepts An electron has an initial velocity of 5.00×106m/s5.00×106m/s in a uniform 2.00×105N/C2.00×105N/C strength electric field. The field accelerates the electron in the direction opposite to its initial velocity. (a) What is the direction of the electric field? (b) How far does the electron travel before coming to rest? (c) How long does it take the electron to come to rest? (d) What is the electron’s velocity when it returns to its starting point? 5.00×106m/s5.00×106m/s 2.00×105N/C2.00×105N/C 59 . Integrated Concepts Integrated Concepts The practical limit to an electric field in air is about 3.00×106N/C3.00×106N/C. Above this strength, sparking takes place because air begins to ionize and charges flow, reducing the field. (a) Calculate the distance a free proton must travel in this field to reach 3.00%3.00% of the speed of light, starting from rest. (b) Is this practical in air, or must it occur in a vacuum? 3.00×106N/C3.00×106N/C 3.00%3.00% 60 . Integrated Concepts Integrated Concepts A 5.00 g charged insulating ball hangs on a 30.0 cm long string in a uniform horizontal electric field as shown in Figure 18.52. Given the charge on the ball is 1.00μC1.00μC, find the strength of the field. 1.00μC1.00μC Figure 18.52 A horizontal electric field causes the charged ball to hang at an angle of 8.00º8.00º. 61 . Integrated Concepts Integrated Concepts Figure 18.53 shows an electron passing between two charged metal plates that create an 100 N/C vertical electric field perpendicular to the electron’s original horizontal velocity. (These can be used to change the electron’s direction, such as in an oscilloscope.) The initial speed of the electron is 3.00×106m/s3.00×106m/s, and the horizontal distance it travels in the uniform field is 4.00 cm. (a) What is its vertical deflection? (b) What is the vertical component of its final velocity? (c) At what angle does it exit? Neglect any edge effects. 3.00×106m/s3.00×106m/s Figure 18.53 62 . Integrated Concepts Integrated Concepts The classic Millikan oil drop experiment was the first to obtain an accurate measurement of the charge on an electron. In it, oil drops were suspended against the gravitational force by a vertical electric field. (See Figure 18.54.) Given the oil drop to be 1.00μm1.00μm in radius and have a density of 920 kg/m3920 kg/m3: (a) Find the weight of the drop. (b) If the drop has a single excess electron, find the electric field strength needed to balance its weight. 1.00μm1.00μm 920 kg/m3920 kg/m3 Figure 18.54 In the Millikan oil drop experiment, small drops can be suspended in an electric field by the force exerted on a single excess electron. Classically, this experiment was used to determine the electron charge qeqe by measuring the electric field and mass of the drop. 63 . Integrated Concepts Integrated Concepts (a) In Figure 18.55, four equal charges qq lie on the corners of a square. A fifth charge QQ is on a mass mm directly above the center of the square, at a height equal to the length dd of one side of the square. Determine the magnitude of qq in terms of QQ, mm, and dd, if the Coulomb force is to equal the weight of mm. (b) Is this equilibrium stable or unstable? Discuss. qq QQ mm dd qq QQ mm dd mm Figure 18.55 Four equal charges on the corners of a horizontal square support the weight of a fifth charge located directly above the center of the square. 64 . Unreasonable Results Unreasonable Results (a) Calculate the electric field strength near a 10.0 cm diameter conducting sphere that has 1.00 C of excess charge on it. (b) What is unreasonable about this result? (c) Which assumptions are responsible? 65 . Unreasonable Results Unreasonable Results (a) Two 0.500 g raindrops in a thunderhead are 1.00 cm apart when they each acquire 1.00 mC charges. Find their acceleration. (b) What is unreasonable about this result? (c) Which premise or assumption is responsible? 66 . Unreasonable Results Unreasonable Results A wrecking yard inventor wants to pick up cars by charging a 0.400 m diameter ball and inducing an equal and opposite charge on the car. If a car has a 1000 kg mass and the ball is to be able to lift it from a distance of 1.00 m: (a) What minimum charge must be used? (b) What is the electric field near the surface of the ball? (c) Why are these results unreasonable? (d) Which premise or assumption is responsible? 67 . Construct Your Own Problem Construct Your Own Problem Consider two insulating balls with evenly distributed equal and opposite charges on their surfaces, held with a certain distance between the centers of the balls. Construct a problem in which you calculate the electric field (magnitude and direction) due to the balls at various points along a line running through the centers of the balls and extending to infinity on either side. Choose interesting points and comment on the meaning of the field at those points. For example, at what points might the field be just that due to one ball and where does the field become negligibly small? Among the things to be considered are the magnitudes of the charges and the distance between the centers of the balls. Your instructor may wish for you to consider the electric field off axis or for a more complex array of charges, such as those in a water molecule. 68 . Construct Your Own Problem Construct Your Own Problem Consider identical spherical conducting space ships in deep space where gravitational fields from other bodies are negligible compared to the gravitational attraction between the ships. Construct a problem in which you place identical excess charges on the space ships to exactly counter their gravitational attraction. Calculate the amount of excess charge needed. Examine whether that charge depends on the distance between the centers of the ships, the masses of the ships, or any other factors. Discuss whether this would be an easy, difficult, or even impossible thing to do in practice. . Critical Thinking A frictionless circular track with a diameter of 4.00 m has two spheres of 10.0 kg each anchored very near it. The track is oriented with a diameter along the x-axis. The anchored spheres are just outside the track. One of the anchored spheres is just left of the origin at a distance of 1.00×10−15m1.00×10−15m from it, and the other is on the x-axis just right of the track at a distance of 1.00×10−15m1.00×10−15m past (4,0)(4,0). Each sphere carries a charge of 2.00×10−9 C2.00×10−9 C. (Note: The slight distance from the track is so the particles cannot collide, and does not enter into the calculations for three significant figures.) (a) A third sphere has a mass of 10.00 kg and carries a charge of −1.00×10−9 C−1.00×10−9 C. It is free to move on the track. It is initially placed an equal length from the two anchored spheres at (2.00,2.00)(2.00,2.00). What is the total force on the third sphere? (Be certain to include gravity between the spheres.) (b) Will the third sphere move? (c) Label the first two spheres A and B, and the movable sphere C. Now start sphere C at (1.00,2.00)(1.00,2.00). What are the forces on sphere C? (d) Will sphere C now move? (e) If it does, where will it stop moving and reverse course? If it does not move, you may skip this part. (f) How many equilibrium points are there on the track at which the movable sphere will remain stationary? Where are they? Critical Thinking 1.00×10−15m1.00×10−15m 1.00×10−15m1.00×10−15m (4,0)(4,0) 2.00×10−9 C2.00×10−9 C −1.00×10−9 C−1.00×10−9 C (2.00,2.00)(2.00,2.00) (1.00,2.00)(1.00,2.00)"
Page 216,"By the end of this section, you will be able to:"
Page 216,"W =–ΔPEW =–ΔPE. For example, work 
W
W done to accelerate a positive charge from rest is positive and results from a loss in PE, or a negative ΔPE.ΔPE. There must be a minus sign in front of ΔPEΔPE to make WW positive. PE can be found at any point by taking one point as a reference and calculating the work needed to move a charge to the other point. W =–ΔPEW =–ΔPE W
W ΔPE.ΔPE. ΔPEΔPE WW"
Page 216,"The energy per electron is very small in macroscopic situations like that in the previous example—a tiny fraction of a joule. But on a submicroscopic scale, such energy per particle (electron, proton, or ion) can be of great importance. For example, even a tiny fraction of a joule can be great enough for these particles to destroy organic molecules and harm living tissue. The particle may do its damage by direct collision, or it may create harmful x rays, which can also inflict damage. It is useful to have an energy unit related to submicroscopic effects. Figure 19.4 shows a situation related to the definition of such an energy unit. An electron is accelerated between two charged metal plates as it might be in an old-model television tube or oscilloscope. The electron is given kinetic energy that is later converted to another form—light in the television tube, for example. (Note that downhill for the electron is uphill for a positive charge.) Since energy is related to voltage by ΔPE=qΔV,ΔPE=qΔV, we can think of the joule as a coulomb-volt. ΔPE=qΔV,ΔPE=qΔV, Figure 19.4 A typical electron gun accelerates electrons using a potential difference between two metal plates. The energy of the electron in electron volts is numerically the same as the voltage between the plates. For example, a 5000 V potential difference produces 5000 eV electrons. On the submicroscopic scale, it is more convenient to define an energy unit called the electron volt (eV), which is the energy given to a fundamental charge accelerated through a potential difference of 1 V.  In equation form, electron volt 19.13 Electron Volt On the submicroscopic scale, it is more convenient to define an energy unit called the electron volt (eV), which is the energy given to a fundamental charge accelerated through a potential difference of 1 V. In equation form, 19.14 An electron accelerated through a potential difference of 1 V is given an energy of 1 eV. It follows that an electron accelerated through 50 V is given 50 eV. A potential difference of 100,000 V (100 kV) will give an electron an energy of 100,000 eV (100 keV), and so on. Similarly, an ion with a double positive charge accelerated through 100 V will be given 200 eV of energy. These simple relationships between accelerating voltage and particle charges make the electron volt a simple and convenient energy unit in such circumstances. Connections: Energy Units The electron volt (eV) is the most common energy unit for submicroscopic processes. This will be particularly noticeable in the chapters on modern physics. Energy is so important to so many subjects that there is a tendency to define a special energy unit for each major topic. There are, for example, calories for food energy, kilowatt-hours for electrical energy, and therms for natural gas energy. The electron volt is commonly employed in submicroscopic processes—chemical valence energies and molecular and nuclear binding energies are among the quantities often expressed in electron volts. For example, about 5 eV of energy is required to break up certain organic molecules. If a proton is accelerated from rest through a potential difference of 30 kV, it is given an energy of 30 keV (30,000 eV) and it can break up as many as 6000 of these molecules (30,000 eV ÷  5 eV per molecule= 6000 molecules30,000 eV ÷  5 eV per molecule= 6000 molecules). Nuclear decay energies are on the order of 1 MeV (1,000,000 eV) per event and can, thus, produce significant biological damage. 30,000 eV ÷  5 eV per molecule= 6000 molecules30,000 eV ÷  5 eV per molecule= 6000 molecules"
Page 216,"The total energy of a system is conserved if there is no net addition (or subtraction) of work or heat transfer. For conservative forces, such as the electrostatic force, conservation of energy states that mechanical energy is a constant. Mechanical energy is the sum of the kinetic energy and potential energy of a system; that is, KE+PE = constantKE+PE = constant. A loss of PE of a charged particle becomes an increase in its KE. Here PE is the electric potential energy. Conservation of energy is stated in equation form as Mechanical energy KE+PE = constantKE+PE = constant 19.15 or 19.16 where i and f stand for initial and final conditions. As we have found many times before, considering energy can give us insights and facilitate problem solving. Example 19.3 Calculate the final speed of a free electron accelerated from rest through a potential difference of 100 V. (Assume that this numerical value is accurate to three significant figures.) We have a system with only conservative forces. Assuming the electron is accelerated in a vacuum, and neglecting the gravitational force (we will check on this assumption later), all of the electrical potential energy is converted into kinetic energy. We can identify the initial and final forms of energy to be KEi =0, 
 KEf
=½mv2,  PEi
=qV, and PEf
=0.KEi =0, 
 KEf
=½mv2,  PEi
=qV, and PEf
=0. KEi =0, 
 KEf
=½mv2,  PEi
=qV, and PEf
=0.KEi =0, 
 KEf
=½mv2,  PEi
=qV, and PEf
=0. Conservation of energy states that 19.17 Entering the forms identified above, we obtain 19.18 We solve this for vv: vv 19.19 Entering values for q, V, and   m q, V, and   m  gives q, V, and   m q, V, and   m 19.20 Note that both the charge and the initial voltage are negative, as in Figure 19.4. From the discussions in Electric Charge and Electric Field, we know that electrostatic forces on small particles are generally very large compared with the gravitational force. The large final speed confirms that the gravitational force is indeed negligible here. The large speed also indicates how easy it is to accelerate electrons with small voltages because of their very small mass. Voltages much higher than the 100 V in this problem are typically used in electron guns. Those higher voltages produce electron speeds so great that relativistic effects must be taken into account. That is why a low voltage is considered (accurately) in this example."
Page 217,"By the end of this section, you will be able to:"
Page 217,"19.27 where dd is the distance from A to B, or the distance between the plates. dd"
Page 218,"By the end of this section, you will be able to:"
Page 218,The electric potential VV of a point charge is given by VV 19.38
Page 219,"By the end of this section, you will be able to:"
Page 219,A conductor can be fixed at zero volts by connecting it to the earth with a good conductor—a process called grounding.
Page 220,"By the end of this section, you will be able to:"
Page 220,A capacitor is a device used to store electric charge.
Page 220,"The parallel plate capacitor shown in Figure 19.15 has two identical conducting plates, each having a surface area AA, separated by a distance dd (with no material between the plates). When a voltage VV is applied to the capacitor, it stores a charge QQ, as shown. We can see how its capacitance depends on AA and dd by considering the characteristics of the Coulomb force. We know that like charges repel, unlike charges attract, and the force between charges decreases with distance. So it seems quite reasonable that the bigger the plates are, the more charge they can store—because the charges can spread out more. Thus CC should be greater for larger AA. Similarly, the closer the plates are together, the greater the attraction of the opposite charges on them. So CC should be greater for smaller dd. AA dd VV QQ AA dd CC AA CC dd Figure 19.15 Parallel plate capacitor with plates separated by a distance dd. Each plate has an area AA. It can be shown that for a parallel plate capacitor there are only two factors (AA and dd) that affect its capacitance CC. The capacitance of a parallel plate capacitor in equation form is given by AA dd CC 19.52 Capacitance of a Parallel Plate Capacitor 19.53 AA
is the area of one plate in square meters, and



d




d


is the distance between the plates in meters. The constant





ε
0








ε
0




is the permittivity of free space; its numerical value in SI units is






ε

0


=
8.85


×

10


–
12



F/m









ε

0


=
8.85


×

10


–
12



F/m



.
The units of F/m are equivalent to C2/N·m2C2/N·m2. The small numerical value of ε0ε0 is related to the large size of the farad. A parallel plate capacitor must have a large area to have a capacitance approaching a farad. (Note that the above equation is valid when the parallel plates are separated by air or free space. When another material is placed between the plates, the equation is modified, as discussed below.) AA d




d ε
0








ε
0 ε

0


=
8.85


×

10


–
12



F/m









ε

0


=
8.85


×

10


–
12



F/m C2/N·m2C2/N·m2 ε0ε0 Example 19.8 (a) What is the capacitance of a parallel plate capacitor with metal plates, each of area  1.00m21.00m2, separated by 1.00 mm? (b) What charge is stored in this capacitor if a voltage of 

3.00
×

10
3


V


3.00
×

10
3


V
 is applied to it? 1.00m21.00m2 3.00
×

10
3


V


3.00
×

10
3


V Finding the capacitance CC is a straightforward application of the equation C=ε0A/dC=ε0A/d. Once CC is found, the charge stored can be found using the equation Q=CVQ=CV. CC C=ε0A/dC=ε0A/d CC Q=CVQ=CV Entering the given values into the equation for the capacitance of a parallel plate capacitor yields 19.54 This small value for the capacitance indicates how difficult it is to make a device with a large capacitance. Special techniques help, such as using very large area thin foils placed close together. The charge stored in any capacitor is given by the equation Q=CVQ=CV. Entering the known values into this equation gives Q=CVQ=CV 19.55 This charge is only slightly greater than those found in typical static electricity. Since air breaks down at about 3.00×106V/m3.00×106V/m, more charge cannot be stored on this capacitor by increasing the voltage. 3.00×106V/m3.00×106V/m Another interesting biological example dealing with electric potential is found in the cell’s plasma membrane. The membrane sets a cell off from its surroundings and also allows ions to selectively pass in and out of the cell. There is a potential difference across the membrane of about 
–70 mV
–70 mV. This is due to the mainly negatively charged ions in the cell and the predominance of positively charged sodium (


Na
+




Na
+

) ions outside. Things change when a nerve cell is stimulated. 


Na
+




Na
+

 ions are allowed to pass through the membrane into the cell, producing a positive membrane potential—the nerve signal. The cell membrane is about 7 to 10 nm thick. An approximate value of the electric field across it is given by –70 mV
–70 mV Na
+




Na
+ Na
+




Na
+ 19.56 This electric field is enough to cause a breakdown in air."
