Section Title,Paragraphs,Lists,Table,Figures
"23.4
 
Eddy Currents and Magnetic Damping","_paragraph_1
 23.4
_paragraph_2
 Eddy Currents and Magnetic Damping
_paragraph_3
 11
_paragraph_4
 .
_paragraph_5
 Explain why magnetic damping might not be effective on an object made of several thin conducting layers separated by insulation.
_paragraph_6
 12
_paragraph_7
 .
_paragraph_8
 Explain how electromagnetic induction can be used to detect metals? This technique is particularly important in detecting buried landmines for disposal, geophysical prospecting and at airports.",,,
"23.5
 
Electric Generators","_paragraph_1
 23.5
_paragraph_2
 Electric Generators
_paragraph_3
 13
_paragraph_4
 .
_paragraph_5
 Using RHR-1, show that the emfs in the sides of the generator loop in Figure 23.22 are in the same sense and thus add.
_paragraph_6
 14
_paragraph_7
 .
_paragraph_8
 The source of a generator’s electrical energy output is the work done to turn its coils. How is the work needed to turn the generator related to Lenz’s law?",,,
"23.6
 
Back Emf","_paragraph_1
 23.6
_paragraph_2
 Back Emf
_paragraph_3
 15
_paragraph_4
 .
_paragraph_5
 Suppose you find that the belt drive connecting a powerful motor to an air conditioning unit is broken and the motor is running freely. Should you be worried that the motor is consuming a great deal of energy for no useful purpose? Explain why or why not.",,,
"23.7
 
Transformers","_paragraph_1
 23.7
_paragraph_2
 Transformers
_paragraph_3
 16
_paragraph_4
 .
_paragraph_5
 Explain what causes physical vibrations in transformers at twice the frequency of the AC power involved.",,,
"23.8
 
Electrical Safety: Systems and Devices","_paragraph_1
 23.8
_paragraph_2
 Electrical Safety: Systems and Devices
_paragraph_3
 17
_paragraph_4
 .
_paragraph_5
 Does plastic insulation on live/hot wires prevent shock hazards, thermal hazards, or both?
_paragraph_6
 18
_paragraph_7
 .
_paragraph_8
 Why are ordinary circuit breakers and fuses ineffective in preventing shocks?
_paragraph_9
 19
_paragraph_10
 .
_paragraph_11
 A GFI may trip just because the live/hot and neutral wires connected to it are significantly different in length. Explain why.",,,
"23.9
 
Inductance","_paragraph_1
 23.9
_paragraph_2
 Inductance
_paragraph_3
 20
_paragraph_4
 .
_paragraph_5
 How would you place two identical flat coils in contact so that they had the greatest mutual inductance? The least?
_paragraph_6
 21
_paragraph_7
 .
_paragraph_8
 How would you shape a given length of wire to give it the greatest self-inductance? The least?
_paragraph_9
 22
_paragraph_10
 .
_paragraph_11
 Verify, as was concluded without proof in Example 23.7, that units of T⋅m2/A=Ω⋅s=HT⋅m2/A=Ω⋅s=H.
_paragraph_12
 T⋅m2/A=Ω⋅s=HT⋅m2/A=Ω⋅s=H",,,
"23.11
 
Reactance, Inductive and Capacitive","_paragraph_1
 23.11
_paragraph_2
 Reactance, Inductive and Capacitive
_paragraph_3
 23
_paragraph_4
 .
_paragraph_5
 Presbycusis is a hearing loss due to age that progressively affects higher frequencies. A hearing aid amplifier is designed to amplify all frequencies equally. To adjust its output for presbycusis, would you put a capacitor in series or parallel with the hearing aid’s speaker? Explain.
_paragraph_6
 24
_paragraph_7
 .
_paragraph_8
 Would you use a large inductance or a large capacitance in series with a system to filter out low frequencies, such as the 100 Hz hum in a sound system? Explain.
_paragraph_9
 25
_paragraph_10
 .
_paragraph_11
 High-frequency noise in AC power can damage computers. Does the plug-in unit designed to prevent this damage use a large inductance or a large capacitance (in series with the computer) to filter out such high frequencies? Explain.
_paragraph_12
 26
_paragraph_13
 .
_paragraph_14
 Does inductance depend on current, frequency, or both? What about inductive reactance?
_paragraph_15
 27
_paragraph_16
 .
_paragraph_17
 Explain why the capacitor in Figure 23.52(a) acts as a low-frequency filter between the two circuits, whereas that in Figure 23.52(b) acts as a high-frequency filter.
_paragraph_18
 Figure
_paragraph_19
 23.52
_paragraph_20
 Capacitors and inductors. Capacitor with high frequency and low frequency.
_paragraph_21
 28
_paragraph_22
 .
_paragraph_23
 If the capacitors in Figure 23.52 are replaced by inductors, which acts as a low-frequency filter and which as a high-frequency filter?",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/3826f9837e4d9b8c299dafc7c6f4025846e2c73e"
"23.12
 
RLC Series AC Circuits","_paragraph_1
 23.12
_paragraph_2
 RLC Series AC Circuits
_paragraph_3
 29
_paragraph_4
 .
_paragraph_5
 Does the resonant frequency of an AC circuit depend on the peak voltage of the AC source? Explain why or why not.
_paragraph_6
 30
_paragraph_7
 .
_paragraph_8
 Suppose you have a motor with a power factor significantly less than 1. Explain why it would be better to improve the power factor as a method of improving the motor’s output, rather than to increase the voltage input.",,,
"23.1
 
Induced Emf and Magnetic Flux","_paragraph_1
 23.1
_paragraph_2
 Induced Emf and Magnetic Flux
_paragraph_3
 .
_paragraph_4
 What is the value of the magnetic flux at coil 2 in Figure 23.53 due to coil 1?
_paragraph_5
 Figure
_paragraph_6
 23.53
_paragraph_7
 (a) The planes of the two coils are perpendicular. (b) The wire is perpendicular to the plane of the coil.
_paragraph_8
 2
_paragraph_9
 .
_paragraph_10
 What is the value of the magnetic flux through the coil in Figure 23.53(b) due to the wire?",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/9353e07bfc686135edb33b5c7c6ad6c0c70ffb54"
Problems & Exercises,"_paragraph_1
 .
_paragraph_2
 What is the value of the magnetic flux at coil 2 in Figure 23.53 due to coil 1?
_paragraph_3
 Figure
_paragraph_4
 23.53
_paragraph_5
 (a) The planes of the two coils are perpendicular. (b) The wire is perpendicular to the plane of the coil.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/9353e07bfc686135edb33b5c7c6ad6c0c70ffb54"
"23.2
 
Faraday’s Law of Induction: Lenz’s Law","_paragraph_1
 23.2
_paragraph_2
 Faraday’s Law of Induction: Lenz’s Law
_paragraph_3
 .
_paragraph_4
 Referring to Figure 23.54(a), what is the direction of the current induced in coil 2: (a) If the current in coil 1 increases? (b) If the current in coil 1 decreases? (c) If the current in coil 1 is constant? Explicitly show how you follow the steps in the Problem-Solving Strategy for Lenz's Law.
_paragraph_5
 Figure
_paragraph_6
 23.54
_paragraph_7
 (a) The coils lie in the same plane. (b) The wire is in the plane of the coil
_paragraph_8
 4
_paragraph_9
 .
_paragraph_10
 Referring to Figure 23.54(b), what is the direction of the current induced in the coil: (a) If the current in the wire increases? (b) If the current in the wire decreases? (c) If the current in the wire suddenly changes direction? Explicitly show how you follow the steps in the Problem-Solving Strategy for Lenz’s Law.
_paragraph_11
 .
_paragraph_12
 Referring to Figure 23.55, what are the directions of the currents in coils 1, 2, and 3 (assume that the coils are lying in the plane of the circuit): (a) When the switch is first closed? (b) When the switch has been closed for a long time? (c) Just after the switch is opened?
_paragraph_13
 Figure
_paragraph_14
 23.55
_paragraph_15
 6
_paragraph_16
 .
_paragraph_17
 Repeat the previous problem with the battery reversed.
_paragraph_18
 7
_paragraph_19
 .
_paragraph_20
 Verify that the units of ΔΦΔΦ/ ΔtΔt are volts. That is, show that 1T⋅m2/s=1 V1T⋅m2/s=1 V.
_paragraph_21
 ΔΦΔΦ
_paragraph_22
 ΔtΔt
_paragraph_23
 1T⋅m2/s=1 V1T⋅m2/s=1 V
_paragraph_24
 8
_paragraph_25
 .
_paragraph_26
 Suppose a 50-turn coil lies in the plane of the page in a uniform magnetic field that is directed into the page. The coil originally has an area of


0.250

m
2



0.250

m
2

.
 It is stretched to have no area in 0.100 s. What is the direction and magnitude of the induced emf if the uniform magnetic field has a strength of 1.50 T?
_paragraph_27
 0.250

m
2



0.250

m
2
_paragraph_28
 .
_paragraph_29
 (a) An MRI technician moves his hand from a region of very low magnetic field strength into an MRI scanner’s 2.00 T field with his fingers pointing in the direction of the field. Find the average emf induced in his wedding ring, given its diameter is 2.20 cm and assuming it takes 0.250 s to move it into the field. (b) Discuss whether this current would significantly change the temperature of the ring.
_paragraph_30
 10
_paragraph_31
 .
_paragraph_32
 Integrated Concepts
_paragraph_33
 Integrated Concepts
_paragraph_34
 Referring to the situation in the previous problem: (a) What current is induced in the ring if its resistance is 0.0100 ΩΩ? (b) What average power is dissipated? (c) What magnetic field is induced at the center of the ring? (d) What is the direction of the induced magnetic field relative to the MRI’s field?
_paragraph_35
 ΩΩ
_paragraph_36
 .
_paragraph_37
 An emf is induced by rotating a 1000-turn, 20.0 cm diameter coil in the Earth’s 5.00×10−5T5.00×10−5T magnetic field. What average emf is induced, given the plane of the coil is originally perpendicular to the Earth’s field and is rotated to be parallel to the field in 10.0 ms?
_paragraph_38
 5.00×10−5T5.00×10−5T
_paragraph_39
 12
_paragraph_40
 .
_paragraph_41
 A 0.250 m radius, 500-turn coil is rotated one-fourth of a revolution in 4.17 ms, originally having its plane perpendicular to a uniform magnetic field. (This is 60 rev/s.) Find the magnetic field strength needed to induce an average emf of 10,000 V.
_paragraph_42
 .
_paragraph_43
 Integrated Concepts
_paragraph_44
 Integrated Concepts
_paragraph_45
 Approximately how does the emf induced in the loop in Figure 23.54(b) depend on the distance of the center of the loop from the wire?
_paragraph_46
 14
_paragraph_47
 .
_paragraph_48
 Integrated Concepts
_paragraph_49
 Integrated Concepts
_paragraph_50
 (a) A lightning bolt produces a rapidly varying magnetic field. If the bolt strikes the earth vertically and acts like a current in a long straight wire, it will induce a voltage in a loop aligned like that in Figure 23.54(b). What voltage is induced in a 1.00 m diameter loop 50.0 m from a 2.00×106A2.00×106A lightning strike, if the current falls to zero in

25.0 μs
25.0 μs?
(b) Discuss circumstances under which such a voltage would produce noticeable consequences.
_paragraph_51
 2.00×106A2.00×106A
_paragraph_52
 25.0 μs
25.0 μs",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/3a9473a3ca3c41cb96426e3c64708d78f6272b9f
_figure_2
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/b35fff1248e89095deb4887a25269d19ba9ed4f4"
"23.3
 
Motional Emf","_paragraph_1
 23.3
_paragraph_2
 Motional Emf
_paragraph_3
 15
_paragraph_4
 .
_paragraph_5
 Use Faraday’s law, Lenz’s law, and RHR-1 to show that the magnetic force on the current in the moving rod in Figure 23.10 is in the opposite direction of its velocity.
_paragraph_6
 16
_paragraph_7
 .
_paragraph_8
 If a current flows in the Satellite Tether shown in Figure 23.11, use Faraday’s law, Lenz’s law, and RHR-1 to show that there is a magnetic force on the tether in the direction opposite to its velocity.
_paragraph_9
 .
_paragraph_10
 (a) A jet airplane with a 75.0 m wingspan is flying at 280 m/s. What emf is induced between wing tips if the vertical component of the Earth’s field is 3.00×10−5T3.00×10−5T? (b) Is an emf of this magnitude likely to have any consequences? Explain.
_paragraph_11
 3.00×10−5T3.00×10−5T
_paragraph_12
 18
_paragraph_13
 .
_paragraph_14
 (a) A nonferrous screwdriver is being used in a 2.00 T magnetic field. What maximum emf can be induced along its 12.0 cm length when it moves at 6.00 m/s? (b) Is it likely that this emf will have any consequences or even be noticed?
_paragraph_15
 .
_paragraph_16
 At what speed must the sliding rod in Figure 23.10 move to produce an emf of 1.00 V in a 1.50 T field, given the rod’s length is 30.0 cm?
_paragraph_17
 20
_paragraph_18
 .
_paragraph_19
 The 12.0 cm long rod in Figure 23.10 moves at 4.00 m/s. What is the strength of the magnetic field if a 95.0 V emf is induced?
_paragraph_20
 21
_paragraph_21
 .
_paragraph_22
 Prove that when BB, ℓℓ, and vv are not mutually perpendicular, motional emf is given by emf=Bℓvsinθemf=Bℓvsinθ. If vv is perpendicular to BB, then θθ is the angle between ℓℓ and BB. If ℓℓ is perpendicular to BB, then θθ is the angle between vv and BB.
_paragraph_23
 BB
_paragraph_24
 ℓℓ
_paragraph_25
 vv
_paragraph_26
 emf=Bℓvsinθemf=Bℓvsinθ
_paragraph_27
 vv
_paragraph_28
 BB
_paragraph_29
 θθ
_paragraph_30
 ℓℓ
_paragraph_31
 BB
_paragraph_32
 ℓℓ
_paragraph_33
 BB
_paragraph_34
 θθ
_paragraph_35
 vv
_paragraph_36
 BB
_paragraph_37
 22
_paragraph_38
 .
_paragraph_39
 In the August 1992 space shuttle flight, only 250 m of the conducting tether considered in Example 23.2 could be let out. A 40.0 V motional emf was generated in the Earth’s 5.00×10−5T5.00×10−5T field, while moving at 7.80×103m/s7.80×103m/s. What was the angle between the shuttle’s velocity and the Earth’s field, assuming the conductor was perpendicular to the field?
_paragraph_40
 5.00×10−5T5.00×10−5T
_paragraph_41
 7.80×103m/s7.80×103m/s
_paragraph_42
 23
_paragraph_43
 .
_paragraph_44
 Integrated Concepts
_paragraph_45
 Integrated Concepts
_paragraph_46
 Derive an expression for the current in a system like that in Figure 23.10, under the following conditions. The resistance between the rails is  

R
R, the rails and the moving rod are identical in cross section  

A
A and have the same resistivity  

ρ
ρ. The distance between the rails is l, and the rod moves at constant speed  

v
v perpendicular to the uniform field  

B
B. At time zero, the moving rod is next to the resistance  
R
R.
_paragraph_47
 R
R
_paragraph_48
 A
A
_paragraph_49
 ρ
ρ
_paragraph_50
 v
v
_paragraph_51
 B
B
_paragraph_52
 R
R
_paragraph_53
 24
_paragraph_54
 .
_paragraph_55
 Integrated Concepts
_paragraph_56
 Integrated Concepts
_paragraph_57
 The Tethered Satellite in Figure 23.11 has a mass of 525 kg and is at the end of a 20.0 km long, 2.50 mm diameter cable with the tensile strength of steel. (a) How much does the cable stretch if a 100 N force is exerted to pull the satellite in? (Assume the satellite and shuttle are at the same altitude above the Earth.) (b) What is the effective force constant of the cable? (c) How much energy is stored in it when stretched by the 100 N force?
_paragraph_58
 .
_paragraph_59
 Integrated Concepts
_paragraph_60
 Integrated Concepts
_paragraph_61
 The Tethered Satellite discussed in this module is producing 5.00 kV, and a current of 10.0 A flows. (a) What magnetic drag force does this produce if the system is moving at 7.80 km/s? (b) How much kinetic energy is removed from the system in 1.00 h, neglecting any change in altitude or velocity during that time? (c) What is the change in velocity if the mass of the system is 100,000 kg? (d) Discuss the long term consequences (say, a week-long mission) on the space shuttle’s orbit, noting what effect a decrease in velocity has and assessing the magnitude of the effect.",,,
"23.4
 
Eddy Currents and Magnetic Damping","_paragraph_1
 23.4
_paragraph_2
 Eddy Currents and Magnetic Damping
_paragraph_3
 26
_paragraph_4
 .
_paragraph_5
 Make a drawing similar to Figure 23.13, but with the pendulum moving in the opposite direction. Then use Faraday’s law, Lenz’s law, and RHR-1 to show that magnetic force opposes motion.
_paragraph_6
 27
_paragraph_7
 .
_paragraph_8
 Figure
_paragraph_9
 23.56
_paragraph_10
 A coil is moved into and out of a region of uniform magnetic field.
_paragraph_11
 A coil is moved through a magnetic field as shown in Figure 23.56. The field is uniform inside the rectangle and zero outside. What is the direction of the induced current and what is the direction of the magnetic force on the coil at each position shown?",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/6dd089cd2e0ced5803f63753ff5ba8e2ae255509"
"23.5
 
Electric Generators","_paragraph_1
 23.5
_paragraph_2
 Electric Generators
_paragraph_3
 .
_paragraph_4
 Calculate the peak voltage of a generator that rotates its 200-turn, 0.100 m diameter coil at 3600 rpm in a 0.800 T field.
_paragraph_5
 29
_paragraph_6
 .
_paragraph_7
 At what angular velocity in rpm will the peak voltage of a generator be 480 V, if its 500-turn, 8.00 cm diameter coil rotates in a 0.250 T field?
_paragraph_8
 .
_paragraph_9
 What is the peak emf generated by rotating a 1000-turn, 20.0 cm diameter coil in the Earth’s 5.00×10−5T5.00×10−5T magnetic field, given the plane of the coil is originally perpendicular to the Earth’s field and is rotated to be parallel to the field in 10.0 ms?
_paragraph_10
 5.00×10−5T5.00×10−5T
_paragraph_11
 31
_paragraph_12
 .
_paragraph_13
 What is the peak emf generated by a 0.250 m radius, 500-turn coil is rotated one-fourth of a revolution in 4.17 ms, originally having its plane perpendicular to a uniform magnetic field. (This is 60 rev/s.)
_paragraph_14
 .
_paragraph_15
 (a) A bicycle generator rotates at 1875 rad/s, producing an 18.0 V peak emf. It has a 1.00 by 3.00 cm rectangular coil in a 0.640 T field. How many turns are in the coil? (b) Is this number of turns of wire practical for a 1.00 by 3.00 cm coil?
_paragraph_16
 33
_paragraph_17
 .
_paragraph_18
 Integrated Concepts
_paragraph_19
 Integrated Concepts
_paragraph_20
 This problem refers to the bicycle generator considered in the previous problem. It is driven by a 1.60 cm diameter wheel that rolls on the outside rim of the bicycle tire. (a) What is the velocity of the bicycle if the generator’s angular velocity is 1875 rad/s? (b) What is the maximum emf of the generator when the bicycle moves at 10.0 m/s, noting that it was 18.0 V under the original conditions? (c) If the sophisticated generator can vary its own magnetic field, what field strength will it need at 5.00 m/s to produce a 9.00 V maximum emf?
_paragraph_21
 .
_paragraph_22
 (a) A car generator turns at 400 rpm when the engine is idling. Its 300-turn, 5.00 by 8.00 cm rectangular coil rotates in an adjustable magnetic field so that it can produce sufficient voltage even at low rpms. What is the field strength needed to produce a 24.0 V peak emf? (b) Discuss how this required field strength compares to those available in permanent and electromagnets.
_paragraph_23
 35
_paragraph_24
 .
_paragraph_25
 Show that if a coil rotates at an angular velocity 
ω
ω, the period of its AC output is 

2π/ω
2π/ω.
_paragraph_26
 ω
ω
_paragraph_27
 2π/ω
2π/ω
_paragraph_28
 .
_paragraph_29
 A 75-turn, 10.0 cm diameter coil rotates at an angular velocity of 8.00 rad/s in a 1.25 T field, starting with the plane of the coil parallel to the field. (a) What is the peak emf? (b) At what time is the peak emf first reached? (c) At what time is the emf first at its most negative? (d) What is the period of the AC voltage output?
_paragraph_30
 37
_paragraph_31
 .
_paragraph_32
 (a) If the emf of a coil rotating in a magnetic field is zero at t=0t=0, and increases to its first peak at t=0.100mst=0.100ms, what is the angular velocity of the coil? (b) At what time will its next maximum occur? (c) What is the period of the output? (d) When is the output first one-fourth of its maximum? (e) When is it next one-fourth of its maximum?
_paragraph_33
 t=0t=0
_paragraph_34
 t=0.100mst=0.100ms
_paragraph_35
 .
_paragraph_36
 Unreasonable Results
_paragraph_37
 Unreasonable Results
_paragraph_38
 A 500-turn coil with a 0.250m20.250m2 area is spun in the Earth’s 5.00×10−5T5.00×10−5T field, producing a 12.0 kV maximum emf. (a) At what angular velocity must the coil be spun? (b) What is unreasonable about this result? (c) Which assumption or premise is responsible?
_paragraph_39
 0.250m20.250m2
_paragraph_40
 5.00×10−5T5.00×10−5T",,,
"23.6
 
Back Emf","_paragraph_1
 23.6
_paragraph_2
 Back Emf
_paragraph_3
 .
_paragraph_4
 Suppose a motor connected to a 120 V source draws 10.0 A when it first starts. (a) What is its resistance? (b) What current does it draw at its normal operating speed when it develops a 100 V back emf?
_paragraph_5
 40
_paragraph_6
 .
_paragraph_7
 A motor operating on 240 V electricity has a 180 V back emf at operating speed and draws a 12.0 A current. (a) What is its resistance? (b) What current does it draw when it is first started?
_paragraph_8
 .
_paragraph_9
 What is the back emf of a 120 V motor that draws 8.00 A at its normal speed and 20.0 A when first starting?
_paragraph_10
 42
_paragraph_11
 .
_paragraph_12
 The motor in a toy car operates on 6.00 V, developing a 4.50 V back emf at normal speed. If it draws 3.00 A at normal speed, what current does it draw when starting?
_paragraph_13
 .
_paragraph_14
 Integrated Concepts
_paragraph_15
 Integrated Concepts
_paragraph_16
 The motor in a toy car is powered by four batteries in series, which produce a total emf of 6.00 V. The motor draws 3.00 A and develops a 4.50 V back emf at normal speed. Each battery has a

0.100 Ω
0.100 Ω
 internal resistance. What is the resistance of the motor?
_paragraph_17
 0.100 Ω
0.100 Ω",,,
"23.7
 
Transformers","_paragraph_1
 23.7
_paragraph_2
 Transformers
_paragraph_3
 .
_paragraph_4
 A plug-in transformer, like that in Figure 23.25, supplies 9.00 V to a video game system. (a) How many turns are in its secondary coil, if its input voltage is 120 V and the primary coil has 400 turns? (b) What is its input current when its output is 1.30 A?
_paragraph_5
 45
_paragraph_6
 .
_paragraph_7
 An American traveler in New Zealand carries a transformer to convert New Zealand’s standard 240 V to 120 V so that she can use some small appliances on her trip. (a) What is the ratio of turns in the primary and secondary coils of her transformer? (b) What is the ratio of input to output current? (c) How could a New Zealander traveling in the United States use this same transformer to power her 240 V appliances from 120 V?
_paragraph_8
 .
_paragraph_9
 A cassette recorder uses a plug-in transformer to convert 120 V to 12.0 V, with a maximum current output of 200 mA. (a) What is the current input? (b) What is the power input? (c) Is this amount of power reasonable for a small appliance?
_paragraph_10
 47
_paragraph_11
 .
_paragraph_12
 (a) What is the voltage output of a transformer used for rechargeable flashlight batteries, if its primary has 500 turns, its secondary 4 turns, and the input voltage is 120 V? (b) What input current is required to produce a 4.00 A output? (c) What is the power input?
_paragraph_13
 .
_paragraph_14
 (a) The plug-in transformer for a laptop computer puts out 7.50 V and can supply a maximum current of 2.00 A. What is the maximum input current if the input voltage is 240 V? Assume 100% efficiency. (b) If the actual efficiency is less than 100%, would the input current need to be greater or smaller? Explain.
_paragraph_15
 49
_paragraph_16
 .
_paragraph_17
 A multipurpose transformer has a secondary coil with several points at which a voltage can be extracted, giving outputs of 5.60, 12.0, and 480 V. (a) The input voltage is 240 V to a primary coil of 280 turns. What are the numbers of turns in the parts of the secondary used to produce the output voltages? (b) If the maximum input current is 5.00 A, what are the maximum output currents (each used alone)?
_paragraph_18
 .
_paragraph_19
 A large power plant generates electricity at 12.0 kV. Its old transformer once converted the voltage to 335 kV. The secondary of this transformer is being replaced so that its output can be 750 kV for more efficient cross-country transmission on upgraded transmission lines. (a) What is the ratio of turns in the new secondary compared with the old secondary? (b) What is the ratio of new current output to old output (at 335 kV) for the same power? (c) If the upgraded transmission lines have the same resistance, what is the ratio of new line power loss to old?
_paragraph_20
 51
_paragraph_21
 .
_paragraph_22
 If the power output in the previous problem is 1000 MW and line resistance is 2.00 Ω2.00 Ω, what were the old and new line losses?
_paragraph_23
 2.00 Ω2.00 Ω
_paragraph_24
 .
_paragraph_25
 Unreasonable Results
_paragraph_26
 Unreasonable Results
_paragraph_27
 The 335 kV AC electricity from a power transmission line is fed into the primary coil of a transformer. The ratio of the number of turns in the secondary to the number in the primary is Ns/Np=1000Ns/Np=1000. (a) What voltage is induced in the secondary? (b) What is unreasonable about this result? (c) Which assumption or premise is responsible?
_paragraph_28
 Ns/Np=1000Ns/Np=1000
_paragraph_29
 53
_paragraph_30
 .
_paragraph_31
 Construct Your Own Problem
_paragraph_32
 Construct Your Own Problem
_paragraph_33
 Consider a double transformer to be used to create very large voltages. The device consists of two stages. The first is a transformer that produces a much larger output voltage than its input. The output of the first transformer is used as input to a second transformer that further increases the voltage. Construct a problem in which you calculate the output voltage of the final stage based on the input voltage of the first stage and the number of turns or loops in both parts of both transformers (four coils in all). Also calculate the maximum output current of the final stage based on the input current. Discuss the possibility of power losses in the devices and the effect on the output current and power.",,,
"23.8
 
Electrical Safety: Systems and Devices","_paragraph_1
 23.8
_paragraph_2
 Electrical Safety: Systems and Devices
_paragraph_3
 .
_paragraph_4
 Integrated Concepts
_paragraph_5
 Integrated Concepts
_paragraph_6
 A short circuit to the grounded metal case of an appliance occurs as shown in Figure 23.57. The person touching the case is wet and only has a

3.00 kΩ
3.00 kΩ resistance to earth/ground. (a) What is the voltage on the case if 5.00 mA flows through the person? (b) What is the current in the short circuit if the resistance of the earth/ground wire is 
0.200 Ω
0.200 Ω? (c) Will this trigger the 20.0 A circuit breaker supplying the appliance?
_paragraph_7
 3.00 kΩ
3.00 kΩ
_paragraph_8
 0.200 Ω
0.200 Ω
_paragraph_9
 Figure
_paragraph_10
 23.57
_paragraph_11
 A person can be shocked even when the case of an appliance is grounded. The large short circuit current produces a voltage on the case of the appliance, since the resistance of the earth/ground wire is not zero.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/e1b97e1a0bc4d98455df1805d137c67240e0b703"
"23.9
 
Inductance","_paragraph_1
 23.9
_paragraph_2
 Inductance
_paragraph_3
 .
_paragraph_4
 Two coils are placed close together in a physics lab to demonstrate Faraday’s law of induction. A current of 5.00 A in one is switched off in 1.00 ms, inducing a 9.00 V emf in the other. What is their mutual inductance?
_paragraph_5
 56
_paragraph_6
 .
_paragraph_7
 If two coils placed next to one another have a mutual inductance of 5.00 mH, what voltage is induced in one when the 2.00 A current in the other is switched off in 30.0 ms?
_paragraph_8
 .
_paragraph_9
 The 4.00 A current through a 7.50 mH inductor is switched off in 8.33 ms. What is the emf induced opposing this?
_paragraph_10
 58
_paragraph_11
 .
_paragraph_12
 A device is turned on and 3.00 A flows through it 0.100 ms later. What is the self-inductance of the device if an induced 150 V emf opposes this?
_paragraph_13
 59
_paragraph_14
 .
_paragraph_15
 Starting with emf2=−MΔI1Δtemf2=−MΔI1Δt, show that the units of inductance are (V⋅s)/A=Ω⋅s(V⋅s)/A=Ω⋅s.
_paragraph_16
 emf2=−MΔI1Δtemf2=−MΔI1Δt
_paragraph_17
 (V⋅s)/A=Ω⋅s(V⋅s)/A=Ω⋅s
_paragraph_18
 60
_paragraph_19
 .
_paragraph_20
 Camera flashes charge a capacitor to high voltage by switching the current through an inductor on and off rapidly. In what time must the 0.100 A current through a 2.00 mH inductor be switched on or off to induce a 500 V emf?
_paragraph_21
 .
_paragraph_22
 A large research solenoid has a self-inductance of 25.0 H. (a) What induced emf opposes shutting it off when 100 A of current through it is switched off in 80.0 ms? (b) How much energy is stored in the inductor at full current? (c) At what rate in watts must energy be dissipated to switch the current off in 80.0 ms? (d) In view of the answer to the last part, is it surprising that shutting it down this quickly is difficult?
_paragraph_23
 62
_paragraph_24
 .
_paragraph_25
 (a) Calculate the self-inductance of a 50.0 cm long, 10.0 cm diameter solenoid having 1000 loops. (b) How much energy is stored in this inductor when 20.0 A of current flows through it? (c) How fast can it be turned off if the induced emf cannot exceed 3.00 V?
_paragraph_26
 .
_paragraph_27
 A precision laboratory resistor is made of a coil of wire 1.50 cm in diameter and 4.00 cm long, and it has 500 turns. (a) What is its self-inductance? (b) What average emf is induced if the 12.0 A current through it is turned on in 5.00 ms (one-fourth of a cycle for 50 Hz AC)? (c) What is its inductance if it is shortened to half its length and counter-wound (two layers of 250 turns in opposite directions)?
_paragraph_28
 64
_paragraph_29
 .
_paragraph_30
 The heating coils in a hair dryer are 0.800 cm in diameter, have a combined length of 1.00 m, and a total of 400 turns. (a) What is their total self-inductance assuming they act like a single solenoid? (b) How much energy is stored in them when 6.00 A flows? (c) What average emf opposes shutting them off if this is done in 5.00 ms (one-fourth of a cycle for 50 Hz AC)?
_paragraph_31
 .
_paragraph_32
 When the 20.0 A current through an inductor is turned off in 1.50 ms, an 800 V emf is induced, opposing the change. What is the value of the self-inductance?
_paragraph_33
 66
_paragraph_34
 .
_paragraph_35
 How fast can the 150 A current through a 0.250 H inductor be shut off if the induced emf cannot exceed 75.0 V?
_paragraph_36
 .
_paragraph_37
 Integrated Concepts
_paragraph_38
 Integrated Concepts
_paragraph_39
 A very large, superconducting solenoid such as one used in MRI scans, stores 1.00 MJ of energy in its magnetic field when 100 A flows. (a) Find its self-inductance. (b) If the coils “go normal,” they gain resistance and start to dissipate thermal energy. What temperature increase is produced if all the stored energy goes into heating the 1000 kg magnet, given its average specific heat is

200 J/kg·ºC
200 J/kg·ºC?
_paragraph_40
 200 J/kg·ºC
200 J/kg·ºC
_paragraph_41
 68
_paragraph_42
 .
_paragraph_43
 Unreasonable Results
_paragraph_44
 Unreasonable Results
_paragraph_45
 A 25.0 H inductor has 100 A of current turned off in 1.00 ms. (a) What voltage is induced to oppose this? (b) What is unreasonable about this result? (c) Which assumption or premise is responsible?",,,
